Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temp,Avg_Humidity,Total_Rainfall_Season,Soil_pH,Soil_N,Soil_P,Soil_K
Potato,2019,Summer,Meghalaya,12577.0,143122,3844.4,2160225.52,4653.49,8.257272727,19.51155737704918,80.24639344262296,0.0,4.829253324980907,288.04657116794283,37.8853606359027,197.5634553674841
Potato,2019,Winter,Meghalaya,6366.0,44226,3844.4,1093424.16,2355.42,6.527272727,11.338222222222225,79.89655555555557,0.0,5.255671881005696,290.9402221992627,35.4329489373645,198.13187317529506
Rice,2019,Autumn,Meghalaya,33480.0,78074,3844.4,5750524.8,12387.6,2.510909091,20.079016393442625,88.3822131147541,0.0,5.375167309248972,303.8163126495182,36.68801331037601,195.05747640653038
Rice,2019,Rabi,Meghalaya,13628.0,63081,3844.4,2340745.28,5042.36,2.57,14.113296703296704,78.50961538461539,0.0,5.126859066389126,293.5116271827057,36.97226071189149,194.94818623015684
Rice,2019,Winter,Meghalaya,63889.0,162321,3844.4,10973574.64,23638.93,2.36,11.338222222222225,79.89655555555557,0.0,5.243466228534462,331.1310119796816,39.35562351715846,196.08771761398592
Turmeric,2019,Whole Year,Meghalaya,2980.0,18614,3844.4,511844.8,1102.6,5.923636364,18.074027397260277,82.43419178082192,0.0,5.380182088324592,293.8788694046767,24.80937732411073,187.90296426899116
Ginger,2002,Kharif,Meghalaya,8896.0,46731,4355.3,842184.32,2224.0,6.488571429,21.113660130718955,89.4729411764706,0.0,4.9193812118461215,294.7272977393804,35.09209189594776,220.1172477473034
Maize,2002,Kharif,Meghalaya,16922.0,25879,4355.3,1602005.74,4230.5,1.527142857,21.113660130718955,89.4729411764706,0.0,5.249039106064624,296.71349206786704,39.14702790591745,173.46637629190536
Potato,2002,Whole Year,Meghalaya,18071.0,167884,4355.3,1710781.57,4517.75,7.74,17.77208219178082,80.43208219178082,0.0,5.235342183716285,311.5629779083045,27.607068771100792,213.72504851848316
Rice,2002,Kharif,Meghalaya,107742.0,190937,4355.3,10199935.14,26935.5,1.767142857,21.113660130718955,89.4729411764706,0.0,5.250774461124163,293.77068129148796,38.163909330531425,227.24831429365275
Turmeric,2002,Whole Year,Meghalaya,1543.0,8642,4355.3,146075.81,385.75,5.442857143,17.77208219178082,80.43208219178082,0.0,5.227279938258774,303.72330879450504,32.70319550229878,189.8018675664225
Maize,2007,Kharif,Meghalaya,17048.0,25138,4702.0,2274203.2,2727.68,1.504285714,21.38562091503268,88.95013071895426,0.0,5.324550372481637,287.158742611367,35.35783118609696,194.2681106388186
Rice,2007,Autumn,Meghalaya,32604.0,37918,4702.0,4349373.6,5216.64,1.498571429,19.605,86.525,0.0,5.271846973861959,305.00493157930424,40.1876997212895,193.87980321374303
Rice,2007,Summer,Meghalaya,11546.0,48132,4702.0,1540236.4,1847.36,2.022857143,19.38680327868853,78.73606557377049,0.0,5.159518759705994,285.3185442632654,32.778533699619445,204.52760591653822
Rice,2007,Winter,Meghalaya,62170.0,114027,4702.0,8293478.0,9947.2,1.812857143,10.934888888888889,74.79811111111111,0.0,5.313548292496803,286.1675201373356,39.3480296005283,216.26765430565942
